refebibl-id,type-code,type-name,title,author,journal-name,pubi-year,volume,isseue,serno,page,pubilisher,doi,arti-id,degree,university,department,artiId,url,citation-day,site-name,registration-day,conference-name,modern_liter,unified_title
REF050739394,5,학위논문,1970년대 한국 소설에 나타난 가난의 정동화,이정숙,,2014,,,,,,,,박사,서울대학교,,ART002480706,,,,,,기존,1970년대 한국 소설에 나타난 가난의 정동화
REF050739395,1,학술지(정기간행물),생존과 수치 - 1970년대 박완서 소설과 생존주의의 이면 (1),차미령,한국현대문학연구,2015,,47,,445-480,한국현대문학회,,ART002072381,,,,ART002480706,,,,,,기존,생존과 수치 - 1970년대 박완서 소설과 생존주의의 이면 (1)
REF050739396,3,단행본,인지자본주의,조정환,,2011,,,,-,갈무리,,,,,,ART002480706,,,,,,기존,인지자본주의
REF050739397,3,단행본,감성사회-감성은 어떻게 문화권력이 되었나,최기숙,,2014,,,,-,글항아리,,,,,,ART002480706,,,,,,기존,감성사회-감성은 어떻게 문화권력이 되었나
REF050739398,3,단행본,젠더 감정 정치,임옥희,,2016,,,,-,도서출판 여이연,,,,,,ART002480706,,,,,,기존,젠더 감정 정치
REF050739399,3,단행본,혐오발언,"Buttler, Judith",,2016,,,,-,알렙,,,,,,ART002480706,,,,,,기존,혐오발언
REF050739400,3,단행본,비물질노동과 다중,"Deleuze, G.",,2005,,,,-,갈무리,,,,,,ART002480706,,,,,,기존,비물질노동과 다중
REF050739401,3,단행본,정동이론,"Gregg, Melissa",,2015,,,,-,갈무리,,,,,,ART002480706,,,,,,기존,정동이론
REF050739402,3,단행본,정동 정치,"Massumi, Brian",,2018,,,,-,갈무리,,,,,,ART002480706,,,,,,기존,정동 정치
REF050739403,3,단행본,자본과 정동,"Marazzi, Christian",,2014,,,,-,갈무리,,,,,,ART002480706,,,,,,기존,자본과 정동
REF050739404,3,단행본,시적 정의,"Nussbaum, Martha C",,2013,,,,-,궁리,,,,,,ART002480706,,,,,,기존,시적 정의
REF050739405,3,단행본,혐오와 수치심,"Nussbaum, Martha C",,2015,,,,-,민음사,,,,,,ART002480706,,,,,,기존,혐오와 수치심
REF050739406,3,단행본,"감정의 격동 1, 2, 3","Nussbaum, Martha C",,2015,,,,-,새물결,,,,,,ART002480706,,,,,,기존,"감정의 격동 1, 2, 3"
REF050739407,3,단행본,불평등의 재검토,"Sen, Amartya",,1999,,,,-,한울 아카데미,,,,,,ART002480706,,,,,,기존,불평등의 재검토
REF050739408,3,단행본,개정판 에티카,"Spinoza, Benedict",,2007,,,,-,서광사,,,,,,ART002480706,,,,,,기존,개정판 에티카
REF050739409,3,단행본,The Cultural Politics of Emotion,"Amed, Sara",,2004,,,,-,Routledge,,,,,,ART002480706,,,,,,기존,The Cultural Politics of Emotion
REF050739410,3,단행본,Human Rights-Essays on Justification and Applications,"Gewirth, Alan",,1982,,,,-,The University of Chicago Press,,,,,,ART002480706,,,,,,기존,Human Rights-Essays on Justification and Applications
REF050739411,3,단행본,The Anatomy of Disgust,"Miller, William I",,1997,,,,-,Harvard University Press,,,,,,ART002480706,,,,,,기존,The Anatomy of Disgust
REF050739412,3,단행본,"Woman and Human Development, The Capabilities Approach","Nussbaum, Martha C.",,2000,,,,-,Cambridge University Press,,,,,,ART002480706,,,,,,기존,"Woman and Human Development, The Capabilities Approach"
REF050469150,3,단행본,된장,문순태,,2002,,,,-,이룸,,,,,,ART002478681,,,,,,기존,된장
REF050469151,3,단행본,2004년도 제28회 이상문학상 작품집,문순태,,2004,,,,-,문학사상사,,,,,,ART002478681,,,,,,기존,2004년도 제28회 이상문학상 작품집
REF050469152,3,단행본,생오지 눈사람,문순태,,2016,,,,-,도서출판 오래,,,,,,ART002478681,,,,,,기존,생오지 눈사람
REF050469153,3,단행본,2008 제32회 이상문학상 작품집,박민규,,2008,,,,-,문학사상사,,,,,,ART002478681,,,,,,기존,2008 제32회 이상문학상 작품집
REF050469154,3,단행본,조그만체험기,박완서,,1999,,,,-,문학동네,,,,,,ART002478681,,,,,,기존,조그만 체험기
REF050469155,3,단행본,해산바가지,박완서,,1999,,,,-,문학동네,,,,,,ART002478681,,,,,,기존,해산바가지
REF050469156,3,단행본,"마른꽃, 너무도쓸쓸한당신, 그여자네집, 너무도쓸쓸한 당신",박완서,,2014,,,,-,창비,,,,,,ART002478681,,,,,,기존,"마른꽃, 너무도쓸쓸한당신, 그여자네집, 너무도쓸쓸한 당신"
REF050469157,3,단행본,"대범한 밥상, 촛불 밝힌 식탁, 친절한 복희씨",박완서,,2007,,,,-,문학과지성사,,,,,,ART002478681,,,,,,기존,"대범한 밥상, 촛불 밝힌 식탁, 친절한 복희씨"
REF050469158,3,단행본,일렁이는 강물,안장환,,1977,,,,-,범우사,,,,,,ART002478681,,,,,,기존,일렁이는 강물
REF050469159,3,단행본,목마와 달빛,안장환,,1988,,,,-,신원문화사,,,,,,ART002478681,,,,,,기존,목마와 달빛
REF050469160,3,단행본,"관계, 적요(寂寥), 불의 강",오정희,,2017,,,,-,문학과지성사,,,,,,ART002478681,,,,,,기존,"관계, 적요(寂寥), 불의 강"
REF050469161,3,단행본,한국소설문학대계 61,오정희,,1995,,,,-,동아출판사,,,,,,ART002478681,,,,,,기존,한국소설문학대계 61
REF050469162,3,단행본,굿바이 정순씨,우선덕,,1989,,,,-,서당,,,,,,ART002478681,,,,,,기존,굿바이 정순씨
REF050469163,3,단행본,한국소설문학대계47 전상국,전상국,,1995,,,,-,동아출판사,,,,,,ART002478681,,,,,,기존,한국소설문학대계47 전상국
REF050469164,5,학위논문,한국 현대 노년소설 연구,김보민,,2013,,,,,,,,박사,인제대학교 대학원,국어국문학과 현대문학,ART002478681,,,,,,기존,한국 현대 노년소설 연구
REF050469165,3,단행본,"소설, 노년을 말하다",김윤식,,2004,,,,249-280,황금가지,,,,,,ART002478681,,,,,,기존,"소설, 노인을 말하다"
REF050469166,3,단행본,노년을 읽다 -박완서 소설로 읽는 노년의 삶,김혜경,,2017,,,,-,충남대학교출판문화원,,,,,,ART002478681,,,,,,기존,노년을 읽다 -박완서 소설로 읽는 노년의 삶
REF050469167,1,학술지(정기간행물),한국 현대 노년소설 연구사,류종렬,한국문학논총,2008,,50,,501-536,한국문학회,http://dx.doi.org/10.16873/tkl.2008..50.501,ART001299038,,,,ART002478681,,,,,,기존,한국 현대 노년소설 연구사
REF050469168,3,단행본,된장,박철화,,2002,,,,306-319,이룸,,,,,,ART002478681,,,,,,기존,된장
REF050469169,3,단행본,한국문학에 나타난 노년의식,변정화,,1996,,,,169-226,백남문화사,,,,,,ART002478681,,,,,,기존,한국문학에 나타난 노인의식
REF050469170,3,단행본,박완서단편소설전집4 해산바가지,신수정,,1999,,,,371-391,문학동네,,,,,,ART002478681,,,,,,기존,박완서단편소설전집4 해산바가지
REF050469171,3,단행본,한국 현대 노년소설 연구,전흥남,,2011,,,,-,집문당,,,,,,ART002478681,,,,,,기존,한국 현대 노년소설 연구
REF050469172,1,학술지(정기간행물),오정희 소설과 노년 표상의 시점시학,정미숙,인문사회과학연구,2013,14,2,,75-97,인문사회과학연구소,http://dx.doi.org/10.15818/ihss.2013.14.2.75,ART001816683,,,,ART002478681,,,,,,기존,오정희 소설과 노년 표상의 시점시학
REF050469173,5,학위논문,한국 현대 노년소설 연구,최명숙,,2006,,,,,,,,박사,경원대학교 대학원,현대문학,ART002478681,,,,,,기존,한국 현대 노년소설 연구
REF050469174,5,학위논문,현대 노년소설 연구,최선호,,2017,,,,,,,,박사,아주대학교,,ART002478681,,,,,,기존,현대 노년소설 연구
REF050469175,3,단행본,노년 -나이듦의 의미와 그 위대함,시몬 드 보부아르,,2016,,,,-,책세상,,,,,,ART002478681,,,,,,기존,노년 –나이듦의 의미와 그 위대함
REF050469176,3,단행본,모든것의 가장자리에서 -나이듦에 관한일곱 가지 프리즘,파커 J. 파머,,2018,,,,-,글항아리,,,,,,ART002478681,,,,,,기존,모든것의 가장자리에서 -나이듦에 관한일곱 가지 프리즘
REF050469177,3,단행본,Writing as a Way of Healing : How Telling Our Stories Transforms Our Lives,"DeSalvo, Louise",,2000,,,,-,Beacon Press,,,,,,ART002478681,,,,,,기존,Writing as a Way of Healing : How Telling Our Stories Transforms Our Lives
REF051551352,1,학술지(정기간행물),노년기 정서경험과 정서조절의 특징,민경환 ; 김민희,한국심리학회지:일반,2004,23,2,,1월 21일,한국심리학회,,ART001153636,,,,ART002483020,,,,,,기존,노년기 정서경험과 정서조절의 특징
REF051551353,1,학술지(정기간행물),노년소설에 나타난 죽음인식과 대응,김보민,인문학논총,2013,32,,,1월 22일,인문과학연구소,,ART001778253,,,,ART002483020,,,,,,기존,노년소설에 나타난 죽음인식과 대응
REF051551354,1,학술지(정기간행물),노년기 신체질환이 불안의 발생에 미치는 전향적 연구,김상대 ; 강희주 ; 이주연 ; 김선영 ; 배경열 ; 김성완 ; 김재민 ; 신일선 ; 윤진상,생물치료정신의학,2015,21,3,,149-158,대한생물치료정신의학회,,ART002043579,,,,ART002483020,,,,,,기존,노년기 신체질환이 불안의 발생에 미치는 전향적 연구
REF051551355,3,단행본,"한국현대문학 100년, 단편소설 베스트20 – 무진기행",김원일,,1999,,,,327-350,가람기획,,,,,,ART002483020,,,,,,기존,"한국현대문학 100년, 단편소설 베스트20 – 무진기행"
REF051551356,1,학술지(정기간행물),노년기 우울증에 대한 이해와 상담을 통한 치유,노원석,개신논집,2014,14,,,120-140,개신대학원대학교,,,,,,ART002483020,,,,,,기존,노년기 우울증에 대한 이해와 상담을 통한 치유
REF051551357,1,학술지(정기간행물),나혜석의 <경희>를 통해 본 1910년대 노년의 모습,박선애 ; 김정석,한국문학과 예술,2015,,16,,233-273,한국문학과예술연구소,,ART002032941,,,,ART002483020,,,,,,기존,나혜석의 <경희>를 통해 본 1910년대 노년의 모습
REF051551358,1,학술지(정기간행물),박완서 노년소설의 젠더 윤리 양상 연구,양보경,아시아여성연구,2014,53,2,,139-166,아시아여성연구원,,ART001931158,,,,ART002483020,,,,,,기존,박완서 노년소설의 젠더 윤리 양상 연구
REF051551359,1,학술지(정기간행물),박범신 『은교』에 나타난 노년의 섹슈얼리티 연구,이미화,우리문학연구,2013,,40,,549-574,우리문학회,,ART001815626,,,,ART002483020,,,,,,기존,박범신 『은교』에 나타난 노년의 섹슈얼리티 연구
REF051551360,1,학술지(정기간행물),노년기 치료적 독서 활동 필요성에 관한 연구,임성관,한국비블리아학회지,2011,22,1,,79-93,한국비블리아학회,,ART001541426,,,,ART002483020,,,,,,기존,노년기 치료적 독서 활동 필요성에 관한 연구
REF051551361,1,학술지(정기간행물),문순태의 노년소설에 나타난 ‘노인상’과 소통의 방식,전흥남,국어문학,2012,52,52,,287-309,국어문학회,,ART001660912,,,,ART002483020,,,,,,기존,문순태의 노년소설에 나타난  ‘노인상’과 소통의 방식
REF051551362,1,학술지(정기간행물),최일남 노년소설에 나타난 죽음 의식 연구－≪아주 느린 시간≫을 중심으로－,최명숙,현대소설연구,2014,,55,,405-430,한국현대소설학회,,ART001868921,,,,ART002483020,,,,,,기존,최일남 노년소설에 나타난 죽음 의식 연구－≪아주 느린 시간≫을 중심으로－
REF051551363,3,단행본,감정과 이성,R. 래저러스,,2018,,,,-,문예출판사,,,,,,ART002483020,,,,,,기존,감정과 이성
REF051551364,3,단행본,감정의 거시사회학 – 감정은 사회를 어떻게 움직이는가?,J. 바바렛,,2007,,,,-,일신사,,,,,,ART002483020,,,,,,기존,감정의 거시사회학 – 감정은 사회를 어떻게 움직이는가?
REF051551285,3,단행본,심인광고,이승우,,2005,,,,-,문이당,,,,,,ART002483019,,,,,,기존,심인광고
REF051551286,3,단행본,2002 올해의 문제소설,이승우,,2002,,,,-,푸른사상사,,,,,,ART002483019,,,,,,기존,2002 올해의 문제소설
REF051551287,1,학술지(정기간행물),소설에서의 치매 서사의 수용,김미영,국어문학,2016,63,63,,231-255,국어문학회,,ART002171574,,,,ART002483019,,,,,,기존,소설에서의 치매 서사의 수용
REF051551288,3,단행본,인간동기의 이해와 적용,김언주,,2010,,,,-,도서출판 신정,,,,,,ART002483019,,,,,,기존,인간동기의 이해와 적용
REF051551289,1,학술지(정기간행물),모녀 서사를 통해 본 ‘치매’의 상징성 연구,김은정,한국문학논총,2012,,61,,303-327,한국문학회,http://dx.doi.org/10.16873/tkl.2012..61.303,ART001688447,,,,ART002483019,,,,,,기존,모녀 서사를 통해 본 ‘치매’의 상징성 연구
REF051551290,1,학술지(정기간행물),박완서 노년소설에 나타나는 질병의 의미,김은정,한국문학논총,2015,,70,,293-332,한국문학회,http://dx.doi.org/10.16873/tkl.2015..70.293,ART002023972,,,,ART002483019,,,,,,기존,박완서 노년소설에 나타나는 질병의 의미
REF051551291,1,학술지(정기간행물),현대소설에 나타난 ‘치매’의 의미,김은정,한민족어문학(구 영남어문학),2013,,63,,313-340,한민족어문학회,,ART001765033,,,,ART002483019,,,,,,기존,현대소설에 나타난 ‘치매’의 의미
REF051551292,3,단행본,엄마도 엄마가 필요하다 – 문학이 만난 치매 이야기,김은정,,2018,,,,-,브레인와이즈,,,,,,ART002483019,,,,,,기존,엄마도 엄마가 필요하다 – 문학이 만난 치매 이야기
REF051551293,1,학술지(정기간행물),트라우마로 읽는 이승우 소설의 이면 - 『생의 이면』을 대상으로,김주언,문학과 종교,2011,16,2,,77-96,한국문학과종교학회,,ART001580006,,,,ART002483019,,,,,,기존,트라우마로 읽는 이승우 소설의 이면 - 『생의 이면』을 대상으로
REF051551294,1,학술지(정기간행물),미궁'으로서의 소설과 이야기의 진실-이승우의 「미궁에 대한 추측」,김중철,한국문학이론과 비평,2004,8,4,,309-328,한국문학이론과비평학회,,ART000943362,,,,ART002483019,,,,,,기존,미궁'으로서의 소설과 이야기의 진실-이승우의 「미궁에 대한 추측」
REF051551295,1,학술지(정기간행물),현대소설에 나타난 치매 표상 연구,김지혜,현대문학이론연구,2018,,72,,53-80,현대문학이론학회,http://dx.doi.org/10.22273/SMLT.72.3,ART002329868,,,,ART002483019,,,,,,기존,현대소설에 나타난 치매 표상 연구
REF051551296,3,단행본,싸우는 심리학,김태형,,2014,,,,-,서해문집,,,,,,ART002483019,,,,,,기존,싸우는 심리학
REF051551297,5,학위논문,이승우 ｢칼｣에 나타난 인간 본성 연구,김효숙,,2016,,,,,,,,석사,중앙대학교,,ART002483019,,,,,,기존,이승우 ｢칼｣에 나타난 인간 본성 연구
REF051551298,1,학술지(정기간행물),치매서사에서 인간의 존엄성 지키기,남승숙,현대영미어문학,2018,36,3,,21-44,현대영미어문학회,http://dx.doi.org/10.21084/jmball.2018.08.36.3.21,ART002378776,,,,ART002483019,,,,,,기존,치매서사에서 인간의 존엄성 지키기
REF051551299,1,학술지(정기간행물),박완서 소설의 치매 서사와 가족 갈등 고찰,박산향,인문사회과학연구,2018,19,2,,347-370,인문사회과학연구소,http://dx.doi.org/10.15818/ihss.2018.19.2.347,ART002349093,,,,ART002483019,,,,,,기존,박완서 소설의 치매 서사와 가족 갈등 고찰
REF051551300,3,단행본,서사적 자아와 도덕적 자아,박재주,,2013,,,,-,철학과 현실사,,,,,,ART002483019,,,,,,기존,서사적 자아와 도덕적 자아
REF051551301,1,학술지(정기간행물),고백의 서사와 이야기하기의 욕망 — 이승우의「오래된 일기」와「전기수(傳奇叟)이야기」를 중심으로,박춘희,한국문예창작,2013,12,2,,115-138,한국문예창작학회,,ART001800289,,,,ART002483019,,,,,,기존,고백의 서사와 이야기하기의 욕망 — 이승우의「오래된 일기」와「전기수(傳奇叟)이야기」를 중심으로
REF051551302,1,학술지(정기간행물),이승우의 소설 『한낮의 시선』에 나타난 분석가 담론 구조와 강박증의 극복,박춘희,한국문학연구,2015,,48,,287-318,한국문학연구소,http://dx.doi.org/10.20881/skl.2015..48.009,ART001999801,,,,ART002483019,,,,,,기존,이승우의 소설 『한낮의 시선』에 나타난 분석가 담론 구조와 강박증의 극복
REF051551303,5,학위논문,타하르 벤 젤룬 『모래아이』의 정체성 - 폴 리쾨르의 이야기 정체성에 근거하여,배근혜,,2015,,,,,,,,석사,연세대,,ART002483019,,,,,,기존,타하르 벤 젤룬 『모래아이』의 정체성-폴 리쾨르의 이야기 정체성에 근거하여
REF051551304,5,학위논문,치매 모티프 연구 – 이승우의 단편소설을 중심으로,서현경,,2017,,,,,,,,석사,고려대,,ART002483019,,,,,,기존,치매 모티프 연구 – 이승우의 단편소설을 중심으로
REF051551305,1,학술지(정기간행물),재가 치매 노인환자를 돌보는 가족원의 극복 경험,성미라 ; 이명선 ; 이동영 ; 장혜영,Journal of Korean Academy of Nursing,2013,43,3,,389-398,한국간호과학회,,ART001778220,,,,ART002483019,,,,,,기존,재가 치매 노인환자를 돌보는 가족원의 극복 경험
REF051551306,5,학위논문,소설 속에 나타난 불안의 형태,심희정,,2010,,,,,,,,석사,한신대학교 문예창작대학원,소설,ART002483019,,,,,,기존,소설 속에 나타난 불안의 형태
REF051551307,1,학술지(정기간행물),고령화사회의 문학—‘치매’를 다룬 소설을 중심으로,엄미옥,대중서사연구,2018,24,1,,285-321,대중서사학회,http://dx.doi.org/10.18856/jpn.2018.24.1.009,ART002317882,,,,ART002483019,,,,,,기존,고령화사회의 문학—‘치매’를 다룬 소설을 중심으로
REF051551308,1,학술지(정기간행물),치매서사에 나타난 이야기의 윤리,엄미옥,현대문학이론연구,2019,,76,,129-159,현대문학이론학회,,ART002452130,,,,ART002483019,,,,,,기존,치매서사에 나타난 이야기의 윤리
REF051551309,1,학술지(정기간행물),근대 초기 소설에 나타난 ‘질병’의 의미,우미영,현대소설연구,2004,,24,,115-138,한국현대소설학회,,ART000940291,,,,ART002483019,,,,,,기존,근대 초기 소설에 나타난 ‘질병’의 의미
REF051551310,3,단행본,폴 리쾨르의 철학,윤성우,,2004,,,,-,철학과 현실사,,,,,,ART002483019,,,,,,기존,폴 리쾨르의 철학
REF051551311,1,학술지(정기간행물),『이인』의 이야기 정체성,이기언,불어불문학연구,2014,,98,,129-174,한국불어불문학회,,ART001881909,,,,ART002483019,,,,,,기존,『이인』의 이야기 정체성
REF051551312,1,학술지(정기간행물),죄와 사랑-이승우론,정호웅,작가세계,2004,,63,,113-125,,,,,,,ART002483019,,,,,,기존,죄와 사랑-이승우론
REF051551313,3,단행본,"기억, 망각 그리고 상상력",조대호,,2013,,,,-,연세대학교 대학출판문화원,,,,,,ART002483019,,,,,,기존,"기억, 망각 그리고 상상력"
REF051551314,3,단행본,치유의 인문학,진중권,,2016,,,,-,위즈덤하우스,,,,,,ART002483019,,,,,,기존,치유의 인문학
REF051551315,1,학술지(정기간행물),이승우 소설의 대언적 행위에 대한 세 가지 탐색 - 『생의 이면』과 『오래된 일기』를 중심으,차봉준,문학과 종교,2010,15,1,,81-102,한국문학과종교학회,,ART001441560,,,,ART002483019,,,,,,기존,이승우 소설의 대언적 행위에 대한 세 가지 탐색 - 『생의 이면』과 『오래된 일기』를 중심으
REF051551316,1,학술지(정기간행물),이승우 소설의 탈향 모티프 양상과 죄의식,차봉준,문학과 종교,2015,20,1,,125-140,한국문학과종교학회,http://dx.doi.org/10.14376/lar.2015.20.1.125,ART001976143,,,,ART002483019,,,,,,기존,이승우 소설의 탈향 모티프 양상과 죄의식
REF051551317,5,학위논문,현대 소설의 환상성 연구 : 이승우의 장편소설을 중심으로,천명은,,2012,,,,,,,,박사,전남대학교 대학원,국어국문학과,ART002483019,,,,,,기존,현대 소설의 환상성 연구 : 이승우의 장편소설을 중심으로
REF051551318,1,학술지(정기간행물),신 앞에 선 소설(가)의 운명-이승우론,최성민,작가세계,2004,,63,,98-112,,,,,,,ART002483019,,,,,,기존,신 앞에 선 소설(가)의 운명-이승우론
REF051551319,1,학술지(정기간행물),치매소설에 나타난 ‘근대적 개인’의 위기와 서술적 정체성,최윤영,인문논총,2018,75,2,,309-341,인문학연구원,http://dx.doi.org/10.17326/jhsnu.75.2.201805.309,ART002352204,,,,ART002483019,,,,,,기존,치매소설에 나타난 ‘근대적 개인’의 위기와 서술적 정체성
REF051551320,3,단행본,인간의 동기심리,한덕웅,,2005,,,,-,박영사,,,,,,ART002483019,,,,,,기존,인간의 동기심리
REF051551321,3,단행본,"정체성, 나는 누구인가",미셸 세르,,2013,,,,-,알마,,,,,,ART002483019,,,,,,기존,"정체성, 나는 누구인가"
REF051551322,3,단행본,치매 노인은 무엇을 보고 있는가,오이 겐,,2013,,,,-,윤출판,,,,,,ART002483019,,,,,,기존,치매 노인은 무엇을 보고 있는가
REF051551323,3,단행본,망각의 기술,이반 이스쿠이에르두,,2017,,,,-,푸른숲,,,,,,ART002483019,,,,,,기존,망각의 기술
REF051551324,3,단행본,죄책감,칼루 싱,,2004,,,,-,이제이북스,,,,,,ART002483019,,,,,,기존,죄책감
REF051551325,3,단행본,타자로서 자기자신,폴 리쾨르,,2006,,,,-,동문선,,,,,,ART002483019,,,,,,기존,타자로서 자기자신
REF051551326,3,단행본,시간과 이야기 3,폴 리쾨르,,2004,,,,-,문학과 지성사,,,,,,ART002483019,,,,,,기존,시간과 이야기 3
REF050110518,7,기타자료,‘전태일 평전’ 25년만에 개정판 나와,김남인,,,,,,,,,,,,,ART002463320,,,,,,기존,‘전태일 평전’ 25년만에 개정판 나와
REF050110519,3,단행본,호출,김영하,,1997,,,,-,문학동네,,,,,,ART002463320,,,,,,기존,호출
REF050110520,7,기타자료,두 개의 평화시장,박완서,,,,,,,,,,,,,ART002463320,,,,,,기존,두 개의 평화시장
REF050110521,7,기타자료,소신(燒身)의 경고(警告) - 평화시장 재단사 전태일의 얼,박태순,,,,,,,,,,,,,ART002463320,,,,,,기존,소신(燒身)의 경고(警告) - 평화시장 재단사 전태일의 얼
REF050110522,1,학술지(정기간행물),어머니,박태순,실천문학,1985,,,7,-,실천문학사,,,,,,ART002463320,,,,,,기존,어머니
REF050110523,3,단행본,불온한 응시,이재웅,,2013,,,,-,실천문학사,,,,,,ART002463320,,,,,,기존,불온한 응시
REF050110524,3,단행본,내 죽음을 헛되이 말라,전태일,,1988,,,,-,돌베개,,,,,,ART002463320,,,,,,기존,내 죽음을 헛되이 말라
REF050110525,3,단행본,어느 청년노동자의 삶과 죽음 -전태일 평전,전태일기념관건립위원회,,1983,,,,-,돌베개,,,,,,ART002463320,,,,,,기존,어느 청년노동자의 삶과 죽음 -전태일 평전
REF050110526,1,학술지(정기간행물),1970년대 청계피복노동조합 노동자와 지식인의 연대관계형성 및 상호영향,유경순,韓國史學報,2011,,44,,343-379,고려사학회,,ART001583220,,,,ART002463320,,,,,,기존,1970년대 청계피복노동조합 노동자와 지식인의 연대관계형성 및 상호영향
REF050110527,3,단행본,역사비평,장기표,,1996,,,,-,역사비평사,,,,,,ART002463320,,,,,,기존,역사비평
REF050110528,1,학술지(정기간행물),"우리안의 전태일, 그리고 기억의 정치",정현백,시민과 사회,2010,18,,,-,참여연대 참여사회연구소,,,,,,ART002463320,,,,,,기존,"우리안의 전태일, 그리고 기억의 정치"
REF050110529,3,단행본,발터 벤야민의 기억의 정치학,최성만,,2014,,,,-,도서출판 길,,,,,,ART002463320,,,,,,기존,발터 벤야민의 기억의 정치학
REF050110530,3,단행본,책 이야기,한겨레신문사 문화부,,1995,,,,-,한겨레신문사,,,,,,ART002463320,,,,,,기존,책 이야기
REF050110531,3,단행본,기억의 공간 -문화적 기억의 형식과 변천,알라이다 아스만,,2018,,,,-,그린비,,,,,,ART002463320,,,,,,기존,기억의 공간 -문화적 기억의 형식과 변천
REF050110532,3,단행본,발터 벤야민의 문예이론,발터 벤야민,,1998,,,,-,민음사,,,,,,ART002463320,,,,,,기존,발터 벤야민의 문예이론
REF050110533,3,단행본,1900년경 베를린의 유년시대/베를린 연대기,발터 벤야민,,2007,,,,-,도서출판 길,,,,,,ART002463320,,,,,,기존,1900년경 베를린의 유년시대/베를린 연대기
REF050110534,3,단행본,액체근대,지그문트 바우만,,2009,,,,-,도서출판 강,,,,,,ART002463320,,,,,,기존,액체근대
REF050110535,3,단행본,망각의 강 레테-역사와 문학을 통해 본 망각의 문화사,하랄트 바인리히,,2004,,,,-,문학동네,,,,,,ART002463320,,,,,,기존,망각의 강 레테-역사와 문학을 통해 본 망각의 문화사
REF050110536,3,단행본,기억 서사,오카 마리,,2004,,,,-,소명출판,,,,,,ART002463320,,,,,,기존,기억 서사
REF050800665,3,단행본,여류작가 좌담회,최정희,,1936,,,,214-235,,,,,,,ART002463326,,,,,,기존,여류작가 좌담회
REF050800666,1,학술지(정기간행물),삼천리문학,최정희,삼천리문학,1938,,,,53-65,,,,,,,ART002463326,,,,,,기존,삼천리문학
REF050800667,1,학술지(정기간행물),정적기(靜寂記),최정희,문화조선(文化朝鮮),1941,,,,20-26,,,,,,,ART002463326,,,,,,기존,정적기(靜寂記)
REF050800668,1,학술지(정기간행물),군국의 어머니,최정희,대동아,1942,,,,116-118,,,,,,,ART002463326,,,,,,기존,군국의 어머니
REF050800669,7,기타자료,황국의 아이의 어머니에게(御國の子の母に),최정희,,,,,,,,,,,,,ART002463326,,,,,,기존,황국의 아이의 어머니에게(御國の子の母に)
REF050800670,3,단행본,半島の光,최정희,,1942,,,,16-,,,,,,,ART002463326,,,,,,기존,半島の光
REF050800671,1,학술지(정기간행물),야국초(野菊抄),최정희,국민문학,1942,,,,131-146,,,,,,,ART002463326,,,,,,기존,야국초(野菊抄)
REF050800672,3,단행본,친일문학작품전집 2,최정희,,1986,,,,172-,실천문학사,,,,,,ART002463326,,,,,,기존,친일문학작품전집 2
REF050800673,1,학술지(정기간행물),나의 문학생활자서(文學生活自敍),최정희,백민,1948,,,,46-47,,,,,,,ART002463326,,,,,,기존,나의 문학생활자서(文學生活自敍)
REF050800674,3,단행본,풍류 잡히는 마을,최정희,,1949,,,,221-,아문각,,,,,,ART002463326,,,,,,기존,풍류 잡히는 마을
REF050800675,3,단행본,적화삼삭구인집(赤禍三朔九人集),최정희,,1951,,,,52-,국제보도연맹,,,,,,ART002463326,,,,,,기존,적화삼삭구인집(赤禍三朔九人集)
REF050800676,3,단행본,사랑의 이력,최정희,,1952,,,,249-250,계몽사,,,,,,ART002463326,,,,,,기존,사랑의 이력
REF050800677,3,단행본,전시 한국문학선,최정희,,1954,,,,260-,,,,,,,ART002463326,,,,,,기존,전시 한국문학선
REF050800678,3,단행본,찬란한 대낮,최정희,,1976,,,,214-219,문학과 지성사,,,,,,ART002463326,,,,,,기존,찬란한 대낮
REF050800679,3,단행본,천맥,최정희,,1977,,,,10-,성바오르 출판사,,,,,,ART002463326,,,,,,기존,천맥
REF050800680,3,단행본,1950년대,고은,,1973,,,,155-156,민음사,,,,,,ART002463326,,,,,,기존,1950년대
REF050800681,3,단행본,스캔들과 반공국가주의,공임순,,2010,,,,181-208,앨피,,,,,,ART002463326,,,,,,기존,스캔들과 반공국가주의
REF050800682,3,단행본,식민지 시기 야담의 오락성과 프로파간다,공임순,,2013,,,,435-498,앨피,,,,,,ART002463326,,,,,,기존,식민지 시기 야담의 오락성과 프로파간다
REF050800683,3,단행본,비평문학,김문집,,1938,,,,355-359,청색지사(靑色紙社),,,,,,ART002463326,,,,,,기존,비평문학
REF050800684,3,단행본,방법으로서의 젠더,김복순,,2012,,,,121-,소명출판,,,,,,ART002463326,,,,,,기존,방법으로서의 젠더
REF050800685,3,단행본,한국문학사 논고,김윤식,,1973,,,,228-,법문사,,,,,,ART002463326,,,,,,기존,한국문학사 논고
REF050800686,3,단행본,"한국여성수필선집 1945-1953, 4",노천명,,2012,,,,118-,역락,,,,,,ART002463326,,,,,,기존,"한국여성수필선집 1945-1953, 4"
REF050800687,3,단행본,조선신문학사조사 현대편,백철,,1949,,,,339-340,백양당,,,,,,ART002463326,,,,,,기존,조선신문학사조사 현대편
